wav,time_s,spl_db
20260411_000300.wav,0.000000,98.795655
20260411_000300.wav,10.000000,99.806188
20260411_000300.wav,20.000000,101.266543
20260411_000300.wav,30.000000,100.342629
20260411_000300.wav,40.000000,105.397776
