wav,time_s,spl_db
20260411_000300.wav,0.000000,22.322520
20260411_000300.wav,10.000000,22.960652
20260411_000300.wav,20.000000,22.832635
20260411_000300.wav,30.000000,22.217924
20260411_000300.wav,40.000000,27.226004
