wav,time_s,spl_db
20260411_000300.wav,0.000000,22.238754
20260411_000300.wav,10.000000,23.499860
20260411_000300.wav,20.000000,23.268894
20260411_000300.wav,30.000000,23.584156
20260411_000300.wav,40.000000,27.676317
