wav,time_s,spl_db
20260411_000300.wav,0.000000,21.932538
20260411_000300.wav,10.000000,22.451430
20260411_000300.wav,20.000000,22.629569
20260411_000300.wav,30.000000,22.922425
20260411_000300.wav,40.000000,22.322003
